CUI,freq
C0082607,1
C1622832,1
C0016536,1
C0439433,1
C4554413,1
C1299590,1
C1517378,1
C0016928,1
C0017040,1
C0017160,1
C0017178,2
C0061146,1
C0017337,2
C0043459,1
C0752046,2
C1527094,2
C1861559,1
C3890034,1
C4050175,1
C0700624,1
C0002915,1
C2930406,1
C0017296,1
C0314603,1
C0740330,1
C4545686,1
C2355607,1
C2746079,1
C1415053,1
C0181687,3
C0289884,2
C0125690,2
C0004076,1
C1136206,1
C1320980,2
C2827666,1
C0696092,2
C0024489,3
C0025175,3
C1522544,4
C1704695,4
C1442103,1
C1547049,1
C0718133,1
C0441785,1
C0018099,4
C1412761,1
C3539564,1
C1435727,3
C1704693,3
C2697657,3
C1299393,4
C0079488,3
C0036745,1
C0220911,1
C0455278,1
C0200627,1
C0018563,5
C1552914,5
C0018591,1
C1504479,1
C0018599,1
C1019275,1
C0903898,4
C3843510,2
C0559546,1
C0369241,1
C0020268,1
C0262499,1
C1413512,1
C0242356,1
C0993637,1
C3898895,1
C0858892,1
C0743559,1
C1608199,1
C0814514,1
C3245512,1
C3898900,1
C0018834,5
C0018837,1
C0424641,2
C0850666,2
C2348331,3
C0239945,1
C0023895,2
C0342882,2
C0870649,3
C1549971,2
C1880947,2
C2926615,1
C0400966,2
C1954436,2
C1555018,5
C1954437,2
C1513839,3
C0266427,3
C0968917,3
C1150746,3
C0439822,3
C0043262,2
C1322271,2
C0037949,4
C2752558,4
C4521896,1
C0455544,1
C0021925,1
C1272071,3
C1881055,3
C1883702,2
C1280464,2
C1561668,2
C2919132,2
C0551577,1
C2243117,3
C4075937,1
C0040132,1
C3540038,1
C0549099,3
C0221248,4
C0272285,1
C0332159,1
C1708373,1
C1453952,1
C4085347,1
C0019737,3
C0550853,3
C1415561,3
C2756999,1
C3539119,1
C0019907,1
C2987742,1
C2945695,1
C0178683,1
C0205351,3
C0684320,2
C0684321,2
C1836830,2
C1437978,1
C1705020,1
C0588053,2
C1547183,2
C1417055,1
C0520946,1
C0578998,2
C4013784,1
C0020564,2
C0020625,2
C4553967,2
C0857122,2
C0042890,4
C0022104,1
C0432306,1
C0020740,1
C0058978,1
C0205360,2
C0814469,1
C1547311,2
C0396059,7
C4308663,4
C2825347,3
C0021037,1
C0314619,1
C2247518,1
C0231218,1
C1704254,2
C1704922,2
C3542466,2
C0001551,1
C1527392,1
C1825598,1
C4049986,1
C0338656,1
C0009240,2
C0543488,3
C4050130,2
C1264674,2
C1444641,3
C0083765,3
C3848524,3
C0442809,1
C0016457,1
C0021167,1
C1849142,2
C1273410,1
C0021246,1
C4049995,1
C0439663,1
C3714514,3
C0851341,1
C0340305,1
C3542426,1
C0021400,1
C0021403,1
C0521114,1
C0021446,1
C4552744,2
C1548602,1
C0013072,3
C1272883,1
C0151735,2
C4551923,1
C0304509,1
C0231180,1
C0041400,1
C1532464,1
C2700314,1
C3811255,1
C0199782,2
C1708521,2
C0004446,2
C1421951,2
C1720722,2
C4553942,2
C0745343,2
C0457592,4
C3537244,2
C1158478,1
C1705422,1
C1511484,1
C1320357,1
C0040018,1
C3815179,1
C4684691,2
C0007276,1
C0745355,1
C1301820,1
C3274035,1
C0243001,1
C0442111,1
C0151699,5
C0752138,1
C4554169,3
C1980011,1
C0021943,2
C0021945,2
C1705687,2
C2349984,2
C0578862,2
C0337174,3
C1698986,3
C1753314,3
C0042034,5
C4067975,3
C0441723,1
C1706307,1
C2700617,1
C1960867,2
C0037284,1
C0810300,1
C0004927,3
C2707008,1
C0165330,1
C0033774,6
C2240043,6
C4050142,6
C1422257,6
C1971835,1
C4085887,1
C3489764,1
C0425687,3
C0270853,1
C0455483,2
C2697846,1
C1366480,1
C1416656,1
C1704887,1
C0234833,1
C0722388,1
C0043197,1
C1881342,1
C0333559,1
C0050940,2
C0162522,1
C0053122,1
C0279232,1
C0205087,1
C1423759,2
C0353697,2
C0030567,3
C0681889,1
C3273355,2
C1521736,2
C3658298,1
C1171408,1
C1704429,5
C1710677,2
C2349954,3
C2825032,2
C3812880,2
C4049634,2
C0451148,2
C3898614,1
C0524469,1
C1277187,1
C1963159,1
C4553199,1
C2729544,1
C0023401,5
C0428209,5
C0436345,2
C0599395,1
C0023530,2
C0750394,1
C0023545,1
C0205349,1
C1514623,1
C1516451,1
C3542952,1
C0487652,1
C1318460,1
C0021965,1
C1364508,1
C1429427,1
C3272921,1
C0023570,1
C0246904,1
C0023617,1
C3495095,1
C0677505,2
C0002689,1
C0023733,1
C2346679,1
C1997894,5
C2242969,5
C1416867,1
C0443264,1
C4284280,1
C1555441,2
C1548795,1
C1634625,1
C2982691,1
C2973895,3
C1517927,1
C0340489,1
C0023977,1
C0439591,2
C1416897,1
C1416899,1
C2986770,1
C0745777,1
C3815882,1
C0521170,1
C0012854,2
C0311474,2
C3897137,1
C0855389,1
C0633231,4
C1533072,3
C4050009,3
C1141951,4
C1419788,5
C3274822,5
C3669212,4
C4283900,4
C0745788,1
C1879547,1
C0005778,1
C1328723,1
C3539666,1
C4049711,1
C1428862,1
C1300557,1
C2611142,1
C1337105,3
C1420817,3
C4521367,3
C4521846,3
C0024090,3
C0876973,1
C4552950,1
C0024121,1
C0205282,1
C0302131,2
C0336969,2
C0812388,2
C0749225,1
C0009219,3
C0805701,3
C3889831,3
C0497156,1
C4282165,1
C0003250,1
C0041696,3
C1269683,3
C0429103,6
C0520888,8
C0441840,2
C3829202,2
C4255469,2
C3481639,2
C0042812,2
C1096774,2
C0183370,1
C2360551,2
C0013903,1
C0429711,1
C1414479,1
C1554963,1
C3840684,1
C0457987,1
C0724655,1
C1414370,1
C2348481,1
C0027424,1
C4554631,1
C2827883,1
C1264637,3
C1718138,6
C3854605,1
C4687744,1
C0443315,2
C2986589,3
C4054557,1
C0524670,1
C0034746,1
C0522486,1
C1709854,1
C1369882,2
C1609576,1
C3537178,1
C1579432,1
C0083381,1
C0025242,1
C0278060,2
C0127615,2
C0311400,1
C1524026,1
C2707259,1
C0025519,1
C0025520,1
C0028707,1
C0392209,1
C0518896,1
C1442959,1
C0036525,1
C1522484,1
C4085632,1
C1635037,2
C0746573,1
C0066447,1
C0240339,1
C1309950,1
C1423498,1
C4049617,1
C0024968,1
C0038904,1
C0026265,1
C4553832,1
C4049715,1
C4081855,2
C1550235,2
C1706500,2
C3489532,2
C0342276,1
C2917290,1
C3653412,1
C0457086,4
C0200760,1
C0750554,2
C0242428,1
C4049977,1
C4084799,1
C0149745,1
C1335594,1
C1367476,1
C1706255,2
C1706256,2
C1039355,1
C0026724,4
C3714835,1
C0883242,1
C0027342,3
C1432728,3
C3538766,3
C0449719,4
C0870935,1
C1423800,1
C4283878,1
C0027396,1
C0222001,4
C0246689,1
C0068475,1
C0027540,3
C1334928,1
C4684590,3
C1516635,1
C0814225,1
C0150775,1
C1513822,1
C1705739,1
C1882071,1
C0002903,1
C0002912,1
C0002930,1
C4049933,1
C0029227,1
C4041080,1
C0027947,1
C0853697,1
C0741281,1
C0746890,3
C0750546,1
C0240526,6
C0132512,1
C2930789,2
C1513817,1
C0750489,1
C0205396,1
C1550043,1
C0205379,1
C0205429,2
C0332325,4
C1514892,4
C1550464,4
C2827757,4
C1948062,1
C0068000,1
C0578870,6
C3896585,2
C0028734,1
C1970122,1
C0445097,1
C2986416,1
C0586793,1
C0542269,1
C3537181,1
C0264757,1
C0517067,1
C0543436,1
C0038012,4
C0439597,1
C0331873,1
C0036273,1
C0855390,1
C4229017,2
C2712133,1
C1276356,1
C0853522,1
C4296962,2
C1535947,1
C1549081,1
C1692758,1
C2712185,1
C2712122,1
C1709269,2
C4085681,1
C0326287,3
C1518425,3
C1883425,1
C1549542,1
C4316743,1
C0020258,1
C0027442,1
C0449813,6
C1549755,2
C0445085,1
C0278962,2
C0029118,1
C0029434,1
C3641332,1
C0005005,2
C0034700,2
C1706574,2
C4551963,2
C0028753,4
C0331496,4
C0939905,4
C3539067,4
C3897364,4
C0302523,1
C0700325,1
C1964257,1
C3889687,1
C1412791,1
C2347392,1
C1314677,1
C3828732,1
C0556656,2
C0268353,1
C1861455,1
C0386393,2
C0038976,1
C0043309,1
C1962945,1
C0029040,1
C0041740,1
C0677612,1
C0029087,1
C0205481,1
C1518601,1
C1550456,1
C0026538,2
C0220880,2
C0244404,2
C1290952,1
C0001637,1
C0747055,1
C0205313,1
C2347409,1
C2363731,1
C4554669,1
C0069590,1
C1963718,1
C1504308,1
C1742862,1
C0232823,1
C0538161,1
C1308614,1
C0205216,1
C0442797,1
C1859330,1
C0008946,1
C0430022,1
C1546908,1
C0872338,1
C0935587,1
C0027646,1
C0086749,1
C0085415,1
C0029939,1
C0227898,1
C0030375,1
C0063017,1
C4319755,1
C0086027,4
C1319166,2
C0016694,1
C0030738,1
C0069964,1
C1262903,1
C3257529,1
C0030086,1
C0233660,1
C0332206,1
C3898062,1
C1539794,2
C0441849,3
C1959644,2
C1518835,1
C2348792,2
C4086240,1
C1176308,4
C0401806,1
C0681848,1
C0026272,2
C3897657,1
C0030274,1
C0681933,1
C0030554,1
C4553220,1
C4050122,1
C1956415,2
C3887537,1
C0425309,1
C0332119,1
C2945691,1
C4698447,1
C0449437,1
C0442696,1
C0585034,1
C0021083,1
C3242339,1
C1140609,2
C0030673,1
C0741926,2
C2986511,1
C0011880,1
C1859860,1
C0870668,1
C0278138,1
C4522280,1
C0278140,1
C4521229,1
C0406322,1
C1277626,1
C0683521,1
C0420176,1
C3541352,1
C1415801,1
C3819255,1
C0032520,1
C3853643,1
C4050242,1
C4687747,1
C0574002,1
C2937276,1
C0522501,1
C1706089,1
C4050469,1
C0030915,1
C0523817,1
C0264956,2
C3272907,2
C3671888,1
C0541653,1
C1273169,1
C0151313,1
C4554142,1
C0205326,1
C0523816,2
C1412792,1
C3810522,1
C4522133,1
C0031350,1
C4553308,1
C0031412,1
C0031678,1
C0066495,1
C1149880,1
C4522024,1
C0031765,2
C0678812,2
C0080331,5
C4283795,3
C4321241,3
C4321242,3
C0456681,2
C0122626,1
C0429863,1
C3537219,1
C3539772,1
C0031990,1
C0683952,1
C0441844,1
C1608841,6
C1099881,1
C0858034,2
C0032105,4
C0010286,2
C1550098,4
C4521445,4
C0032177,2
C0443116,1
C1963076,1
C3829994,1
C4264468,1
C0030125,1
C1820373,1
C2828386,1
C3854028,1
C4321248,1
C4522126,1
C0006539,2
C0205232,1
C0687757,1
C0252873,1
C0885378,1
C1417807,1
C4552608,1
C0032385,1
C0795585,1
C1320238,1
C0162323,1
C0035450,1
C0337051,2
C1260386,1
C1509144,2
C1303103,1
C0032646,1
C3806166,1
C3272301,1
C0231957,2
C0304490,1
C3536751,1
C1532568,1
C0279759,1
C0042752,1
C0279766,1
C1418864,1
C3538934,1
C3889640,1
C4048189,1
C4082178,1
C4082184,1
C4085573,1
C2827900,1
C0700474,1
C1708033,2
C0439565,8
C3812758,8
C3272300,1
C0683956,1
C0032961,1
C0337954,1
C0749659,2
C1412533,2
C4521376,2
C0003191,2
C0003405,1
C0042839,1
C0087161,1
C2825076,1
C3714656,1
C0220928,3
C3841753,1
C0005527,1
C1161310,1
C4687737,1
C0231175,2
C0332155,5
C4300468,1
C0237529,1
C1704725,1
C1704726,1
C1549995,1
C1709665,1
C1515999,1
C2267018,1
C0542380,1
C0085207,1
C0039298,1
C0729829,1
C0935936,1
C0033209,1
C1735364,1
C0033429,1
C0033482,1
C0695274,1
C3540752,1
C0194804,1
C1441416,2
C0560020,1
C1185740,2
C4086720,1
C0458006,1
C3653516,1
C0030899,1
C0034043,1
C0242073,1
C0006888,1
C0456261,3
C0308914,1
C0600130,1
C0488644,1
C2247561,2
C0018989,1
C0445254,1
C0242852,2
C1419141,2
C0015967,1
C4331197,1
C0426359,1
C0487742,1
C1425796,1
C4553152,1
C0004600,3
C0460009,3
C1995000,3
C0027530,2
C0019559,1
C4551516,1
C3159206,2
C2364135,1
C0152054,1
C0439815,1
C0702221,1
C0332284,2
C4019053,2
C4318616,2
C0429091,1
C0449216,1
C4287599,1
C0332301,1
C0017200,1
C0034610,1
C3538818,1
C0681683,1
C0443290,1
C0451405,1
C0015230,1
C0489879,1
C3839460,2
C0033809,1
C0806481,1
C0237096,2
C1527428,1
C0814126,1
C0194073,2
C0086907,1
C1708385,1
C0022209,1
C0152172,5
C4697852,1
C1427255,1
C0035455,1
C0871269,1
C1523018,1
C3828331,1
C0035561,1
C0242707,2
C1556315,2
C0246719,3
C3495424,1
C3496592,1
C2923839,1
C1519104,1
C0332166,1
C0762662,1
C0965618,1
C1260867,1
C1700683,2
C4318637,2
C0814206,1
C1510682,1
C2346870,1
C4050575,1
C0817096,1
C1527391,1
C0439787,1
C0849355,1
C0035190,1
C3889272,1
C0459963,1
C1508661,1
C0010139,1
C0043474,1
C1517317,1
C3814419,1
C4301968,1
C0036037,1
C0242618,4
C0037793,1
C2348149,2
C0406326,1
C1700247,1
C0005558,1
C0220797,1
C0008767,1
C2004491,1
C0014282,1
C4706265,1
C3472502,2
C1308226,1
C4049997,1
C0036588,1
C1551994,1
C3885068,9
C2700104,1
C0332324,3
C1522640,4
C0036667,1
C0312418,1
C0427965,1
C1511883,1
C2346484,1
C2349185,1
C0732611,1
C0074393,1
C0524265,1
C0020337,1
C0486291,1
C0005477,1
C1979842,1
C1707271,1
C0151723,1
C4552839,1
C1709708,1
C0009325,2
C1875696,1
C0077923,1
C0036820,1
C1441420,1
C0856666,1
C0028158,1
C1550581,1
C1291218,2
C3683557,2
C0241028,3
C0018762,1
C0237876,1
C0003316,1
C0439593,1
C0443303,2
C1870115,1
C0265903,1
C0854572,1
C1881710,1
C0580946,1
C3900196,1
C0037313,1
C0700201,1
C2114448,1
C0425291,1
C0037640,2
C0037420,1
C1099677,1
C1826596,1
C0013144,1
C2830004,1
C4553740,1
C3896939,3
C0449416,1
C1705919,1
C4521696,1
C0037723,1
C0238914,1
C0037724,1
C0037747,2
C0205555,2
C1558916,1
C0183441,1
C0429104,1
C0429066,2
C1839341,1
C0441766,1
C0441777,1
C0013274,2
C0226047,2
C4282128,2
C4684780,1
C0231200,1
C2828391,1
C0038215,2
C0600673,2
C0038351,1
C3714551,1
C0080194,1
C0456178,1
C1518614,1
C2987481,1
C1514984,2
C4551881,2
C0678594,1
C3481509,1
C1568011,2
C0021499,1
C0353681,1
C0038541,1
C0232024,1
C2983672,1
C1514228,1
C0459443,1
C0175637,1
C0085298,1
C0011071,1
C1964022,1
C4554103,1
C0205410,1
C1532564,4
C1533073,4
C3653359,1
C0038760,1
C0041942,1
C0243072,1
C0038817,1
C0376223,1
C0374711,4
C0018818,1
C2699744,2
C1425041,1
C1706546,1
C0003086,1
C0003087,1
C3854607,3
C0947343,1
C1315074,1
C0039601,3
C1176316,8
C0404079,1
C0257343,8
C2346819,6
C0559483,1
C0442043,1
C2362314,1
C0070093,2
C3827840,1
C0205372,3
C3653356,1
C1705175,1
C1705176,1
C1705177,1
C1705178,1
C3889825,1
C4284072,1
C0428412,1
C0523912,1
C0589061,1
C0399532,1
C0035452,1
C1547647,1
C0871424,1
C0270724,1
C0040038,1
C1272695,1
C0040128,1
C0040135,1
C4522017,1
C0596706,1
C1522314,1
C1611232,1
C3665478,1
C0556970,1
C1519428,1
C3539997,1
C3815196,1
C1711239,4
C1301931,2
C0547043,3
C3463985,2
C4086680,1
C0429784,1
C4050092,1
C3543842,2
C0033080,2
C1947946,1
C2744535,1
C2948600,1
C3540471,1
C3540472,1
C3890193,1
C0368753,2
C0232100,2
C0878805,1
C1445957,1
C3537453,1
C0086511,1
C2697941,1
C0332574,1
C1514893,3
C1706463,3
C2699488,3
C0108801,1
C0336862,1
C0439830,1
C1547053,1
C1539482,1
C1705610,1
C1872943,1
C3811249,1
C3811250,1
C3814152,1
C0599883,1
C0076891,2
C0002594,1
C0919834,1
C0014792,1
C0370231,1
C1546552,1
C1608383,1
C3178801,1
C0237403,1
C1149372,1
C1705981,1
C3539643,1
C3887980,1
C0012641,1
C1330119,1
C1552578,1
C0392938,1
C1609538,1
C0205275,1
C0749724,1
C1332112,1
C1705840,1
C4087167,1
C0013524,1
C4264484,1
C0259945,1
C3177060,1
C3274412,1
C0559956,4
C0746591,2
C1299987,1
C1420188,2
C4284131,2
C2987720,1
C0205426,1
C1546437,1
C2347854,1
C4085229,1
C4067746,1
C1688635,1
C1548174,1
C1706076,1
C0445356,1
C4553491,1
C1704623,1
C0042071,1
C1706177,1
C1709471,2
C0232492,1
C0877266,1
C0334463,1
C3542434,1
C0042038,1
C0587185,1
C1559188,1
C0589121,1
C0034414,1
C0042164,1
C1963266,1
C0913246,1
C0376691,1
C1709697,1
C2728259,1
C3484370,1
C3273238,1
C4255046,1
C3842522,1
C2241628,1
C0003486,1
C0340629,1
C1518340,1
C0030688,1
C0035139,3
C1555302,3
C4553149,3
C4319951,3
C1963123,3
C0750138,1
C0000924,1
C0255567,1
C0034044,1
C3539761,1
C3539762,1
C1421428,1
C4267693,1
C3641222,1
C1548784,1
C1961136,1
C0003968,1
C2349136,1
C3714687,1
C4522080,1
C3540032,1
C3714649,1
C1552835,1
C0445383,1
C0412669,1
C0439656,1
C3543419,1
C4080009,3
C0043027,1
C0237688,2
C0033489,1
C1704610,2
C0018623,1
C4349366,1
C1532757,1
C1511481,1
C1554192,1
C2923685,1
C1883559,1
C2700323,1
C4050013,1
C1720296,12
C0003868,1
C0257685,3
C0010583,1
C3886073,2
C0939233,1
C2733369,1
C0442739,1
C2346711,1
C0036974,2
C0443304,3
C3816734,3
C0333293,1
C0444972,1
C0444967,1
C0581126,1
C0595265,1
C2917433,1
C0745134,1
C3272298,1
C1428722,1
C4304227,1
C1537007,1
C0003299,1
C3537002,1
C0024902,1
C0699749,1
C0232483,2
C1882919,2
C4317146,2
C3671772,1
C1419079,1
C0334094,2
C0439679,1
